Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,Emission / Removal / Bunker,Gas,State,Economic Activity,Product,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CH4 (t),Goa,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CH4 (t),Gujarat,Agriculture,Rice,29601.77,30662.64,31997.02,30616.39,27994.88,31202.63,33344.48,32651.65,32326.85,32326.85,31099.06
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CH4 (t),Haryana,Agriculture,Rice,16551.52,16519.33,16958.03,18644.76,19227.86,19634.17,19710.61,19166.71,19569.93,20037.11,21069.13
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CH4 (t),Himachal Pradesh,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CH4 (t),Jammu & Kashmir,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CH4 (t),Jharkhand,Agriculture,Rice,4527.77,4798.98,4865.3,2977.37,2536.63,2136.3,2320.96,2607.2,2663.84,2485.39,3519.17
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CH4 (t),Karnataka,Agriculture,Rice,19458.65,18414.94,17008.12,19679.86,21268.2,25350.96,22090.16,14302.91,17780.27,20654.39,17830.58
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CH4 (t),Kerala,Agriculture,Rice,9369.23,8942.61,7969.91,7813.84,7852.17,7326.1,7024.97,6709.0,6676.46,6659.78,6614.99
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CH4 (t),Lakshadweep,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CH4 (t),Madhya Pradesh,Agriculture,Rice,12692.71,12590.89,12321.68,12651.01,12147.53,11825.21,12461.17,13235.59,13926.88,15087.65,15227.1
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CH4 (t),Maharashtra,Agriculture,Rice,12809.19,11072.34,8498.46,7553.66,6764.82,6680.81,6821.8,6898.74,7100.79,6956.47,6827.69
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CH4 (t),Manipur,Agriculture,Rice,2804.27,2762.74,2760.24,2788.07,2810.08,3353.74,3670.63,2895.6,3431.53,3722.55,3316.72
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CH4 (t),Meghalaya,Agriculture,Rice,2114.97,2081.71,2112.99,2148.78,2159.14,2161.57,2171.02,2187.08,2194.76,2201.08,2218.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CH4 (t),Mizoram,Agriculture,Rice,886.3,841.48,847.2,692.39,592.19,479.53,415.0,391.14,362.42,358.62,558.21
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CH4 (t),Nagaland,Agriculture,Rice,2429.02,2535.19,2600.44,2676.91,2645.77,2778.02,2830.2,2851.41,2930.14,3021.46,2853.69
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CH4 (t),Odisha,Agriculture,Rice,139624.41,138849.72,138657.99,138735.79,136666.25,132712.67,126460.75,125165.78,128985.03,129884.72,124562.62
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CH4 (t),Puducherry,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CH4 (t),Punjab,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CH4 (t),Rajasthan,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CH4 (t),Sikkim,Agriculture,Rice,1713.59,1400.52,1299.76,1324.85,1665.21,1663.63,1627.46,1615.04,1726.48,1747.1,2043.38
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CH4 (t),Tamil Nadu,Agriculture,Rice,95172.43,93042.95,86570.11,89951.26,88578.78,89699.25,90343.41,75713.93,79116.36,84338.91,93780.11
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CH4 (t),Telangana,Agriculture,Rice,79593.22,84273.91,84349.62,90787.8,77888.03,93695.2,90222.61,79315.84,98106.9,81869.19,59601.93
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CH4 (t),Tripura,Agriculture,Rice,4691.07,4647.67,4664.97,4536.36,4324.42,4501.8,4592.89,4417.77,4294.9,4352.67,4582.25
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CH4 (t),Uttar Pradesh,Agriculture,Rice,172473.38,170952.16,169334.62,173594.99,167132.96,168564.19,171893.7,172993.11,175118.0,178471.79,173472.49
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CH4 (t),Uttarakhand,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CH4 (t),West Bengal,Agriculture,Rice,151317.59,137115.15,133935.43,137925.13,132449.02,118326.4,122852.5,125867.59,118572.02,116293.9,115359.24
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Andaman & Nicobar Islands,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Andhra Pradesh,Agriculture,Rice,2460757.88,2605469.5,2607810.19,2806857.23,2408039.07,2896744.28,2789383.45,2452182.24,2724122.82,2684442.96,2440158.65
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Arunachal Pradesh,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Assam,Agriculture,Rice,222430.81,173425.16,149833.53,200870.83,283022.88,236182.42,209728.16,205679.07,205421.01,205241.02,203396.33
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Bihar,Agriculture,Rice,2611563.99,2752546.81,2801264.92,2816587.35,2596318.84,2352730.31,2602536.96,2673041.58,2572906.82,2611168.51,2604342.85
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Chandigarh,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Chhattisgarh,Agriculture,Rice,1360570.39,1374986.98,1378811.44,1385487.01,1363624.89,1382112.49,1391507.34,1402898.57,1407869.89,1421227.4,1367338.69
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Dadra & Nagar Haveli,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Daman & Diu,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Delhi,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Goa,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Gujarat,Agriculture,Rice,621637.22,643915.48,671937.51,642944.1,587892.53,655255.21,700234.06,685684.56,678863.83,678863.83,653080.18
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Haryana,Agriculture,Rice,347581.94,346906.01,356118.67,391539.94,403785.01,412317.66,413922.72,402500.99,410968.49,420779.37,442451.65
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Himachal Pradesh,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Jammu & Kashmir,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Jharkhand,Agriculture,Rice,95083.25,100778.48,102171.22,62524.67,53269.24,44862.24,48740.21,54751.14,55940.61,52193.23,73902.57
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Karnataka,Agriculture,Rice,408631.61,386713.73,357170.44,413277.13,446632.1,532370.22,463893.35,300361.02,373385.67,433742.11,374442.14
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Kerala,Agriculture,Rice,196753.83,187794.77,167368.09,164090.62,164895.63,153848.04,147524.34,140889.09,140205.6,139855.31,138914.69
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Lakshadweep,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Madhya Pradesh,Agriculture,Rice,266546.98,264408.66,258755.23,265671.13,255098.19,248329.39,261684.64,277947.39,292464.55,316840.59,319769.01
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Maharashtra,Agriculture,Rice,268992.94,232519.2,178467.62,158626.94,142061.18,140296.98,143257.86,144873.53,149116.68,146085.86,143381.43
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Manipur,Agriculture,Rice,58889.62,58017.44,57965.11,58549.47,59011.73,70428.57,77083.3,60807.55,72062.16,78173.53,69651.07
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Meghalaya,Agriculture,Rice,44414.32,43715.84,44372.7,45124.33,45341.95,45392.9,45591.34,45928.68,46090.02,46222.63,46578.06
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Mizoram,Agriculture,Rice,18612.3,17671.11,17791.18,14540.14,12436.01,10070.03,8715.03,8214.02,7610.86,7530.97,11722.33
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Nagaland,Agriculture,Rice,51009.4,53239.02,54609.2,56215.11,55561.13,58338.32,59434.3,59879.57,61532.96,63450.72,59927.54
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Odisha,Agriculture,Rice,2932112.59,2915844.08,2911817.87,2913451.58,2869991.16,2786966.01,2655675.66,2628481.46,2708685.64,2727579.2,2615815.11
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Puducherry,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Punjab,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Rajasthan,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Sikkim,Agriculture,Rice,35985.3,29410.93,27295.05,27821.8,34969.44,34936.28,34176.72,33915.83,36255.99,36689.14,42911.05
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Tamil Nadu,Agriculture,Rice,1998621.13,1953902.03,1817972.3,1888976.5,1860154.33,1883684.16,1897211.65,1589992.58,1661443.62,1771117.14,1969382.33
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Telangana,Agriculture,Rice,1671457.54,1769752.19,1771342.09,1906543.8,1635648.56,1967599.14,1894674.82,1665632.58,2060244.82,1719253.07,1251640.43
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Tripura,Agriculture,Rice,98512.4,97600.99,97964.47,95263.64,90812.77,94537.76,96450.7,92773.07,90192.94,91406.01,96227.24
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Uttar Pradesh,Agriculture,Rice,3621941.04,3589995.29,3556027.12,3645494.72,3509792.22,3539847.98,3609767.78,3632855.38,3677477.91,3747907.54,3642922.26
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,Uttarakhand,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GWP-AR2,West Bengal,Agriculture,Rice,3177669.32,2879418.18,2812644.1,2896427.71,2781429.45,2484854.35,2579902.6,2643219.44,2490012.51,2442172.0,2422544.04
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GTP-AR2,Andaman & Nicobar Islands,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GTP-AR2,Andhra Pradesh,Agriculture,Rice,585894.73,620349.88,620907.19,668299.34,573342.64,689701.02,664138.92,583852.91,648600.67,639153.09,580990.15
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GTP-AR2,Arunachal Pradesh,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GTP-AR2,Assam,Agriculture,Rice,52959.72,41291.7,35674.65,47826.39,67386.4,56233.91,49935.28,48971.21,48909.76,48866.91,48427.7
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GTP-AR2,Bihar,Agriculture,Rice,621800.95,655368.29,666967.84,670616.04,618171.15,560173.88,619651.66,636438.47,612596.86,621706.79,620081.63
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GTP-AR2,Chandigarh,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GTP-AR2,Chhattisgarh,Agriculture,Rice,323945.33,327377.85,328288.44,329877.86,324672.59,329074.4,331311.27,334023.47,335207.12,338387.48,325556.83
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GTP-AR2,Dadra & Nagar Haveli,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GTP-AR2,Daman & Diu,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GTP-AR2,Delhi,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GTP-AR2,Goa,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GTP-AR2,Gujarat,Agriculture,Rice,148008.86,153313.21,159985.12,153081.93,139974.41,156013.15,166722.4,163258.23,161634.24,161634.24,155495.28
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GTP-AR2,Haryana,Agriculture,Rice,82757.6,82596.67,84790.16,93223.8,96139.29,98170.87,98553.03,95833.57,97849.64,100185.56,105345.63
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GTP-AR2,Himachal Pradesh,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GTP-AR2,Jammu & Kashmir,Agriculture,Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Rice Cultivation,Direct,Vegetal,Continous Flooding,,Emissions,CO2e (t) GTP-AR2,Jharkhand,Agriculture,Rice,22638.87,23994.88,24326.48,14886.83,12683.15,10681.49,11604.81,13035.99,13319.19,12426.96,17595.85
